gdrive_id,filename,gdrive_path,file_type,language,last_modified
1wdEC76vAYmk_E1dVBgJ0yThEbDeQov-O,Kalika Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1OjBfjvdCtmZ5qbPXnAGotYpY7uKB5FDd,Kalki-Purana-english.pdf,Purans (english),pdf,English,Jan 27
1wnYApRPOXsVRuJdSEWpHYADZ6OhxX-jL,Kurm Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1wrljP6I0DEVYGklSwLuBUAERWPv-Rm44,Ling Puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1wMtv9u19KOM-FnGmS2LzJneKg0mTsBS8,Ling Puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1x2MYcOthPH_61Czad6bYvipe6RD4UBu2,Ling Puran Sans Eng 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1wi_dcAufwI3zP4Us03L7F6fCBMLCI4DN,Ling Puran Sans Eng 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1tcRY5vl1Xxa6HJGM_k7LOBS7d7LBaAwG,Markandey Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1wim8TOOJagcgBjlLM0Se_dnlSOl5UQAy,Matasya Puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1u0co4n4y31nHtSbSf4quq5qmt-_wHOxu,Matasya Puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1twCy3aY23aj8yXeeC6AXMhSHtJTCzvwz,Narad Panchatatra 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1tw_K3yw9OJQy5Fn0p3Y7HRk1VgrsLg58,Narad Panchatatra 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1uBiW9Har1zVOe6oOdP3r6g_G9YfXGFWu,Narad Puran 3.pdf,Purans (english),pdf,English (assumed),8/1/21
1txMcVTzcyuCAfkZ4UOlsrG-fMhNEafo9,Narad Puran 4.pdf,Purans (english),pdf,English (assumed),8/1/21
1tx1EVFctL0GtrhIztky81V1_sT2hG1rk,Narsimha Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1u-sRAhZFpNivlG92GE_0-LlEAtlUyXLI,Padma Puran 3.pdf,Purans (english),pdf,English (assumed),8/1/21
1x8xskpO_MjZdVVuO9idxGDP2GFc1B-ry,Padma Puran 7.pdf,Purans (english),pdf,English (assumed),8/1/21
1xEoUWQf2K_46XwJ_nHxUoYfGM13DrPRn,Padma Puran 8.pdf,Purans (english),pdf,English (assumed),8/1/21
1uHYmr7DHfmQzb1cgwjY8bW6P4NUo_Aav,Padma Puran 9.pdf,Purans (english),pdf,English (assumed),8/1/21
1v12H94Zt34k8LEkxuRjuDuLkTJwNZhwl,Shiv Puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1vHjx8sC_3Y-kdWS_u24F872C2BOrfbfE,Shiv Puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1uPjQ6YmMzxOmK9scDXQaSCjY-xu3LoXg,Shiv Puran 3.pdf,Purans (english),pdf,English (assumed),8/1/21
1uSJeqdJvYFZEBHQfuanvV1wAt-DHCwFA,Shiv Puran 4.pdf,Purans (english),pdf,English (assumed),8/1/21
1uRbzgLKnKWmeiMpDm4aFt298dB8w6hYB,Skand puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1xEfPRMAIm2k2PUJabJkLXtXKOna6esvw,Skand puran 11.pdf,Purans (english),pdf,English (assumed),8/1/21
1v7G1wexPwztCxnS8Zam03TyVk5KEbjZ5,Skand puran 12.pdf,Purans (english),pdf,English (assumed),8/1/21
1vAJhAIeGesP2taUx1pu77tQl4fab37Oj,Skand puran 13.pdf,Purans (english),pdf,English (assumed),8/1/21
1vHwM46PSlL3AFmvap-Ur8RDL_e1ig7cI,Skand puran 14.pdf,Purans (english),pdf,English (assumed),8/1/21
1vDe1I5Fm-tZnENHGgjn4ZaLHuuwPveJ9,Skand puran 15.pdf,Purans (english),pdf,English (assumed),8/1/21
1xGYeU5ymlP2beeXb4fclfIsEGkGGF3p0,Skand puran 18.pdf,Purans (english),pdf,English (assumed),8/1/21
1uddGgHz_VNhW_Zd_mVwni3t2hn0P0TRs,Skand puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1vSjhWbrZUeSp5p-mt8GqCOXyBEvAkm6Q,Skand puran 20.pdf,Purans (english),pdf,English (assumed),8/1/21
1vMDFS5wByrLqgYkSrjH7_IhyK-jpL4T-,Skand puran 21.pdf,Purans (english),pdf,English (assumed),8/1/21
1vOriu_6lArJHi1RU0nv1eZj1tQ3qvTf1,Skand puran 22.pdf,Purans (english),pdf,English (assumed),8/1/21
1uPmF0zi9q-peg1mdJPc_HE0bv2cTIMxj,Skand puran 3.pdf,Purans (english),pdf,English (assumed),8/1/21
1ud3duLjTzrarfObxhZY7m7B_cX6nybsF,Skand puran 4.pdf,Purans (english),pdf,English (assumed),8/1/21
1ulImi9iBYNiluXsNCsf7DLzYN6tkySkl,Skand puran 5.pdf,Purans (english),pdf,English (assumed),8/1/21
1uvq9H4HnoWHp6aSibbxyvO1-MahFyhMH,Skand puran 6.pdf,Purans (english),pdf,English (assumed),8/1/21
1ui7erQyNkQMylYX8nDscXJcvIFtagJuT,Skand puran 7.pdf,Purans (english),pdf,English (assumed),8/1/21
1v8Axa7OP_QdNTlIqkyB0TmvWa2rV63Tx,Skand puran 8.pdf,Purans (english),pdf,English (assumed),8/1/21
1vCKviZz0wgVC8SEr4j063JnkE0OXEywX,Skand puran 9.pdf,Purans (english),pdf,English (assumed),8/1/21
1vtlUzdpDPPlwK6I68m9OAqSRBCHzEq4K,Vaman Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1vXiXVBrEW0KMhagKD--tNca6KcPAVczK,Varah puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1vUJLlDtpObi6PuyheGf3gY9OQsB1-MdZ,Varah puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1wE__ocm-keiGnJG4a99mQWePXUVRgdEc,Vayu Puran 1.pdf,Purans (english),pdf,English (assumed),8/1/21
1wDQ__rTChVaJxlSE_Dcz1bncLDYBxQSh,Vayu Puran 2.pdf,Purans (english),pdf,English (assumed),8/1/21
1vbATn55qe_5ckGw7hz_eSOo-lQN5zK-d,Vishnu Dharmotra Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1vxgQleTnqA3g2u3o5tIkcKrS4H9QA4mX,Vishnu Puran Eng sans.pdf,Purans (english),pdf,English (assumed),8/1/21
1w5Dv3ypDypBQNn2ObIGQv8YUF7scJeQW,Yog Puran.pdf,Purans (english),pdf,English (assumed),8/1/21
1tRQghxxZq7gmbl2LBcCFdjWAlWS7lcia,agni Puran 4.pdf,Purans (english),pdf,English (assumed),8/1/21
1xEUhaab-U2Eaw3Nr6OojgM9qw8s1zpeH,vayu puran banaras.pdf,Purans (english),pdf,English (assumed),8/1/21
1wFuYUGlIC_tt0y7Ov2kO3p_OkY8j8TQZ,vayu puran by ramprashad.pdf,Purans (english),pdf,English (assumed),8/1/21
1xaVQdXhLNmF8Hdl2uhM1166zMdgJuYru,Ragachikitsa.pdf,Raag chikitsa English book,pdf,English (assumed),5/24/25
12BCdLwCIEUcNraXSecbcIybG120vEhg1,08. Dr. Mohini Mehrotra.pdf,Raag chikitsa hindi book,pdf,English (assumed),5/24/25
1RK1AG-3ZSFCKBO0WMY3mhYkzN7INJlNu,"60. Rashmi Yadav, Gwaliar (M.P.) .pdf",Raag chikitsa hindi book,pdf,English (assumed),5/24/25
1y4YX1_4JXIgRcwalDIubeFn6VdcqwF92,A Read it before listening .jpg,Raag mp3,image,English (assumed),5/23/25
1ZXMJqb0gaQfQsbEJoWGvtk-tR0GSDlmQ,Bhairav.mp3,Raag mp3,unknown,English (assumed),5/23/25
1CWZB5HxD2cgtjuUrYX_HYFUTRmxizeqP,Bhairavi.mp3,Raag mp3,unknown,English (assumed),5/23/25
10QjDaenUcPmp-bAo11dHE2OgtuX7G0PV,Bhoop.mp3,Raag mp3,unknown,English (assumed),5/23/25
1SxKXB77nKX0Ni3IDpuW1NFp2XhXcPZso,DARBARI.mp3,Raag mp3,unknown,English (assumed),5/23/25
19RiF4KmVxxzoUBi6l1Dgr1tgnXka8Bmo,Darbari.mp3,Raag mp3,unknown,English (assumed),5/23/25
1ynHmxi2Gk1k1mO33RLRQGbDElA7S5OCL,Jaijaiwanti.mp3,Raag mp3,unknown,English (assumed),5/23/25
1XfleRivWaR98w7d6zvUBQcddniz0Bbvj,Khamaj.mp3,Raag mp3,unknown,English (assumed),5/23/25
10B__fkuOpt3YTcw3a7wFksg2urjpOflK,Lalit.mp3,Raag mp3,unknown,English (assumed),5/23/25
1Xrmc_Helqe3DZAjyzcOrwLcFx4DLRv-y,Madhuwanti.mp3,Raag mp3,unknown,English (assumed),5/23/25
1ocIZxa2jSNU5U_QRdT16rmfUUL27QKhV,Malkauns.mp3,Raag mp3,unknown,English (assumed),5/23/25
1c20jPldZ1hIx6fzOESQjf3n8eyrPusOH,Pilu.mp3,Raag mp3,unknown,English (assumed),5/23/25
1Q_Bn9SIJj-eac20oV8qHB63d6z46ukzL,Shivaranjani.mp3,Raag mp3,unknown,English (assumed),5/23/25
1OeI-1yyfGKeAzxJDxURZ9X_Kdx1HQQNb,231_Ramraksha_Stotram_Web.pdf,Ram raksha strotam,pdf,English (assumed),8/17/24
1XqGtLllauGFSR2O2jN-lYw4OZMd4tKK1,.-ramraksha-stotra-125 2.pdf,Ram raksha strotra,pdf,English (assumed),8/5/23
1ycKSmROd_ca8biH0D_N2Yx-3qjiC12ok,Ram%20Raksha%20Stotra%20pdf.pdf.pdf,Ram raksha strotra,pdf,English (assumed),8/5/23
1zLyoW_7_1Xue2Wtl7PPTwbo7ihVgppHa,राम-रक्षा-स्तोत्र-PDF.pdf,Ram raksha strotra,pdf,Devanagari,8/5/23
1T6E_V8iw0wODQRlx7_t6YrwXShjMj4a-,1318_sri-ramchritmanas_roman.pdf,Ramayan (English),pdf,English (assumed),7/17/21
1GEtTc2w6ppYNczd9TGpUOhPENWHwQPX4,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ramayan (English),image,English (assumed),11/17/22
1480j_b6s4Tb5cJYETDum6ZzBL37jMddG,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ramayan (hindi),image,English (assumed),11/17/22
1p0vcEf6K1WDusppaLk98hPUuyJ2aWjxb,Shrimad Valmiki Ramayana (Hindi Edition) - Valmiki.pdf,Ramayan (hindi),pdf,Hindi/Sanskrit,6/27/24
1muqDowk0quElIuDx03yJ5bNeI1Wir7st,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ramayan (tamil),image,English (assumed),11/17/22
1T2SF3ZRE6vKxcnmpqHK9rEcCgbjVQ6jW,tamil-ramayanam-326-page.pdf,Ramayan (tamil),pdf,Other Indic,7/17/21
1gzkP2l9pCjden_heapUM1ksvinDhyDSQ,101-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1gtzfnhYYJZ3Zpkdy5IjyFLB2MzpgkVKP,102-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1h63MbF2a4wrE0FCPTFFDFnrQte_xut3U,103-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1h6hRWnuvuvlp-z_qNCiqRRq4WYj69K-f,104-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1gxS14i5pfAGdRQy1Xcay1EGlgJnaq4GX,105-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1gh9azJ2ceOJlf3dOyUjRHaAaAifNCbEL,106-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1geZN9MxyWsmXH4KFzEieGNiVhPLX3OPK,107-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1gbbR1lMkvnVNSMtfxVTz33lBrwZ9gjzn,201-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1geATfItZC5z5lDz2ZWye0El_C6UdrrmD,202-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
1gsITqg8I0-3TWtBhtC6c1rsNPcn89Dj5,203-Valmiki-Ramayan-Telugu.pdf,Ramayan (telugu),pdf,Other Indic,7/22/21
17mGL-anG_tbUQhy7bfE32wqe0glUv8IT,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ramayan (telugu),image,English (assumed),11/17/22
12MbPnsvfugD1HGEZaG8Zu2J52rJN7oo8,manas1_i.pdf,Ramcharitra manas,pdf,English (assumed),3/29/23
1z_9ElbSmJjqj0ttgDblpRiT75BmtvYwX,manas1_i.pdf,Ramcharitra manas,pdf,English (assumed),3/29/23
1wP8FXM64RAGILRigL8OfPZberubbmpZE,श्रीरामचरितमानस-Ramcharitmanas 2.pdf,Ramcharitramans hindi,pdf,Devanagari,4/24/25
1Fuk8B6Hz_NRTHETsKG3-MLVIVn52TeMg,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ravan samhita (hindi),image,English (assumed),11/17/22
1U39hnYV9mGUAzM5jeiGo9RpNcH_KtRju,ravan-samhita-1.pdf,Ravan samhita (hindi),pdf,English (assumed),7/17/21
1TtqRTdM-s8sgpSavNmZNavZkrvEMAEJQ,ravan-samhita-2.pdf,Ravan samhita (hindi),pdf,English (assumed),7/17/21
1TeP2zl8CUIvgaoexJPSga1BQIdQ3Ghm7,ravan-samhita-3.pdf,Ravan samhita (hindi),pdf,English (assumed),7/17/21
1TdfeTleEsOh3AXBeneGePg2N4V9ASglj,ravan-samhita-4.pdf,Ravan samhita (hindi),pdf,English (assumed),7/17/21
1TcBN30WTStY_4JwgOa_R3e78BCHLobOf,ravan-samhita-5.pdf,Ravan samhita (hindi),pdf,English (assumed),7/17/21
1-scLcVkKm9pOXZodnqIqfjtp89_CDmYa,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Sadhak sanjivni,image,English (assumed),11/17/22
1I69dQxqhyG82ThryZmbNbsjl0L5QrVk9,गीता साधक संजीवनी.pdf,Sadhak sanjivni,pdf,Devanagari,10/13/22
1jlOJMQZNAT54a5tOigx6jpIfohAXyipe,Importance_Of_Riaz_In_Indian_Classical_Music.pdf,Sangeet riyaz,pdf,English (assumed),4/5/24
1SUiFT3VtGYjJg_1v8AFfdhrA69Owjl2e,Notations_1.pdf,Sangeet riyaz,pdf,English (assumed),4/5/24
16xihl9OHH_xDzavYZMbOzG3_jZJVSoFs,2015.405980.Science-In.pdf,Science in vedas,pdf,English (assumed),1/13/25
1fk0tRcB09_lQle8DpW8DJP-8uzMqNhgR,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Science in vedas,image,English (assumed),11/17/22
11Qv1RI4fS4eldxEbdICOjrnl8ciZ__8g,science-in-vedas.pdf,Science in vedas,pdf,Hindi/Sanskrit,10/12/22
1XADV-5fSagvziUBfs-a7JRbucFrIMUGD,shabar-mantra-sadhna-evam-siddhi-in-hindi-pdf.pdf,Shabar mantra,pdf,Hindi/Sanskrit,6/22/24
1g2nPKASZivI3QERxpB-R4QzRuj3uxy5B,SHAKTA PRAMOD TANTRA.pdf,Shakta pramod tantra,pdf,English (assumed),3/10/24
1ZgpNe9De55ViVaeXun531xlqpOFd7Fkc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Shata chakra nirupama,image,English (assumed),11/17/22
18vxHcwrN9T16uEvL3WWF9GRSwicRY2CX,Shata-Chakra-Nirupana-of-Shree-Purnananda-Yati-Goswami-Prahlad-Giri-pdf.pdf,Shata chakra nirupama,pdf,English (assumed),9/6/21
1TvLNvShj8-5PLWk8qBwrGc563d47eW4X,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Shiv geeta,image,English (assumed),11/17/22
1xcmjExo7fbSQwW01pBKEObt-JyIWG8Ze,SHIVA GITA (1).pdf,Shiv geeta,pdf,English (assumed),8/1/21
1oIKEGffvucu1N5CgUZk_5QYQTkMrfi6f,Shiva Svarodaya with Bhasha Tika by Pt. Mihira Chandra - Khemaraja_text 2.pdf,Shiv sarvodya (hindi),pdf,English (assumed),4/25/25
1YoXx0TnYKN5JMceLAT_1iuPhR1rxE1g7,yShiva Svarodaya Text With English Translation - Ram Kumar Rai.pdf,Shiv sarvodya English,pdf,English,4/25/25
1wPgQj-XJrIJGniTBV3lHu8ulVy-jsaMl,ShivaSutras.pdf,Shiv sutra (English),pdf,English (assumed),3/30/23
1UoaJofX65Xa3Xt2Cz7BoM2Th-dwPnout,Shiva Sutra Spanda Karika (Samvat 2031 Edition) - Daita Swami.pdf,Shiv sutra (hindi),pdf,English (assumed),3/30/23
1XC2CN6O12f2CHU6-idNY6L67QbWzNzO1,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Shri yogavashisht maharamayan,image,English (assumed),11/17/22
1gLp-u9fJJ_LTdZdJSnUMDsEY5PUkjgNi,Shri-Yogavasishtha-1.pdf,Shri yogavashisht maharamayan,pdf,English (assumed),7/22/21
1gNpQn_mQqmS0wsk01xj_ez18FkByJWC4,Shri-Yogavasishtha-2.pdf,Shri yogavashisht maharamayan,pdf,English (assumed),7/22/21
1gE-sW3o1Xsi-eb--yinygC-srs9QxfVJ,Shri-Yogavasishtha-3.pdf,Shri yogavashisht maharamayan,pdf,English (assumed),7/22/21
1g5M0eUMDCE0CFIaSB2oF3vHh0qS9RwpH,Shri-Yogavasishtha-4.pdf,Shri yogavashisht maharamayan,pdf,English (assumed),7/22/21
1beRHL8L2_vTXDAJrZXNE8xP1Ssz4_rgo,Shrimad bhagwat geeta.pdf,Shrimad bhagwad geeta (English),pdf,English (assumed),5/15/25
1YUm5ktXQowdrgOqxfE8gKnqK-wGuNNRc,srimadbhagvadgita-tattva-vivechani-457-gita-press-azimvth-ashram.pdf,Shrimad bhagwad geeta (English),pdf,English (assumed),5/15/25
1p7LM6XpsJ9b0veexlBaKDoJ1n8maDBN-,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Sundar kand,image,English (assumed),11/17/22
1fnqmHHp0HCE3oOLLOW-yF23kMy-HXLgJ,Sunderkand_Path.pdf,Sundar kand,pdf,English (assumed),7/22/21
1fox6SFL6MCft2lRWTe1ribU1SGYYLmFy,सुंदरकांड.pdf,Sundar kand,pdf,Devanagari,7/22/21
1UrVQ3uT7Lp-cb4X5wwFZgV9Ui9R4a0OM,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Surya suktam,image,English (assumed),11/17/22
1tKc81n-XMkdZErps8eYly1YQ4kzg9r7N,सूर्य-सूक्त-1.pdf,Surya suktam,pdf,Devanagari,10/30/22
19gsLOES0P2NMfys5JvGPLl-f6QYFP3s7,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Sushruta samhita english,image,English (assumed),11/17/22
1Sn8V0MWPWjn41q4ZmqFPzK4XLfzcifTL,Sushruta-Samhita.pdf,Sushruta samhita english,pdf,English (assumed),10/12/22
1atePjMyz1u75caAkX5_s2-gPmmViqSLA,2015.540437.Sushrut-Sanhita.pdf,Sushruta samhita hindi,pdf,English (assumed),10/12/22
1E0wElUpUDg5ucMnBE1xnTTdbC6UApEjV,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Sushruta samhita hindi,image,English (assumed),11/17/22
13Th2-Lh8OO_n4VUimQhOMw_1AQfttj6G,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Swar vigyan,image,English (assumed),11/17/22
17Mj33-_56Fw99mAbXf0FWU6xz-8uNXST,Jyotish Mein Svara Vigyan Ka Mahatva - Kedar Nath Joshi.pdf,Swar vigyan,pdf,English (assumed),10/10/22
1Ma5AVLVof1v6YCJ2EdAqqk7Ao-HkrrZ9,Swar vigyan.pdf,Swar vigyan,pdf,English (assumed),10/10/22
1F7YKilgA7ExnQ8GFPEBPqLZEew4FTbYh,2015.539126.Indrajal.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1FEwlrnSxCuw7MpJKKHXJUvWO0KDAy91u,2015.541564.Uddish-tantram.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1F8rE-8FwhtgTwJvExeLfm6dmUpo8pEP7,235056697-Rudrayamala-tantram-रुद-रयामल-तन-त-रम (1).pdf,Tantra mantra books,pdf,Devanagari,9/25/21
1FWSSYrJN5zLGTjN8oLVofvI52rfV5NHe,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Tantra mantra books,image,English (assumed),11/17/22
1F4giInxOJxX4DaemnFHXtOWG6dq8YZHK,GarbhaUpanishad.pdf,Tantra mantra books,pdf,Hindi/Sanskrit,9/25/21
1F7WBJcOncNx9f2M7gvnDKFPBDFY9ZBBS,Guru Sadhana (1).pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1F0s35vTz9NlWIaRBoM5ypUcu9rgizHUt,Mantra Rahasya.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1Err9BmS2L66n8xqrCG7rK6qnKBFCgGbl,Siddha Rare Sadhanas (2).pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1Emz_YznN2-NzcouccyoXHuK_FOGPQXVq,Sri Vidya Nityarchan Saparrya Paddhati - Pt. Hari Om Shukla.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1En6uJu1dsgekw21l8VPqWZa8GSLM8Pn_,Swarn Tantram.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1EYwYm_oM26c0hi3CAkJl0fh9XoPXomo4,Urvashi Sadhana.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1F7tnijWfUdG1mQ9vcGwWYksip2RbPdqZ,dlscrib.com-pdf-kriyodish-tantra-rare-book-dl_db8277b362f0ed55d2d0058c81c3e763.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1EjPOSkR0MbOfBfGVHMobdytonf0cS_9Z,vishwa-ki-alokik-sadhnaye_compress.pdf,Tantra mantra books,pdf,English (assumed),9/25/21
1EboWm4toEuGx5OFWlqpFyzsSSiiI1Uwz,लक्ष्मी_प्राप्ति_के_दुर्लभ_प्रयोग.pdf,Tantra mantra books,pdf,Devanagari,9/25/21
1ESDtOWhPpl-GA9vhfRyi-4p8z7Al0pQQ,हिमालय के योगियों की गुप्त सिद्धियां .pdf,Tantra mantra books,pdf,Devanagari,9/25/21
1Ql6Tw3poUYCwEjrGUlEKY5-rfFgrjAPO,the-secret-of-the-veda-sri-aurobindo.pdf,The secret of vedas,pdf,Hindi/Sanskrit,1/13/25
1fC3zeviS_tq2bHlsgviF4IiYLHs7Wzg9,108 Upanishad Part-1.PDF,Upnishads,pdf,Hindi/Sanskrit,7/22/21
1fFRa3HJ0kaa_R28AvyoUtlxp83QCwUw9,108 Upanishad Part-2.PDF,Upnishads,pdf,Hindi/Sanskrit,7/22/21
1f0SCoDJ1LKMpp2j5_Q6rJxSCs52D9HqF,108 Upanishad Part-3.pdf,Upnishads,pdf,Hindi/Sanskrit,7/22/21
1f1ZJqKqRuGjkMm_dbxlJff41e-N_H2py,108-upanishads-with-upanishad-brahmam-commentary.pdf,Upnishads,pdf,Hindi/Sanskrit,7/22/21
1uj3BNlw5-MvdTamF5OicZbvjce8ARqjg,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Upnishads,image,English (assumed),11/17/22
102IoYhn4k-nqTvTV1lzRMIajhLhxYRWZ,Katha Upanishad  - Gita Press Gorakhpur.pdf,Upnishads,pdf,Hindi/Sanskrit,8/6/21
1VB1s3Bw0Fl2egMJSNZRpCv-YKLQ-duu9,Katha Upanishad Gita Press Gorakhpur.pdf,Upnishads,pdf,Hindi/Sanskrit,11/18/22
1015ZpkuagSG1LEoVGu_Banw8CRb25fYJ,Kena Upanishad - Gita Press Gorakhpur.pdf,Upnishads,pdf,Hindi/Sanskrit,8/6/21
1pEh0sY9nxLkk9MjQlleMVpDd7fN2iaax,Kena Upanishad Gita Press Gorakhpur.pdf,Upnishads,pdf,Hindi/Sanskrit,11/18/22
105_cj_4xWK9j_3Lj3JZIBnxS4LhDBqnP,Mandukya Upanishad - Gita Press Gorakhpur.pdf,Upnishads,pdf,Hindi/Sanskrit,8/6/21
18vELOy7yPRq7CPUdzypUzidO9im5tBP9,instaPDF.in-mandukya-upanishad-718.pdf,Upnishads,pdf,Hindi/Sanskrit,9/6/21
1x_NJI7r_hwywvtfxB_Xz0wu5nH36_-3I,वट-सावित्री-व्रत-कथा-vat-savitri-vrat-katha-436 2.pdf,Vat savitri vrat katha,pdf,Devanagari,5/25/25
1bMcbcKVFGWkrhZovkO7gs3-wdiPQN-7a,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ved (English),image,English (assumed),11/17/22
1U5aNYRejvdgK89qSGD4hjEqoN8RoAr75,Four-Vedas-English-Translation.pdf,Ved (English),pdf,English,7/17/21
1N1jyY6wG9Cvo6LG7aaKUdCQdaQx--JBr,rigveda_english.pdf,Ved (English),pdf,English,7/16/21
1TaNl9ew-zMYTqhMHIJX9uM_vDhliY4oq,the-4-vedas.pdf,Ved (English),pdf,Hindi/Sanskrit,7/17/21
1FEyg8tADD9W5M7wQXd1RZosvS9UBALt2,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ved (gujrati),image,English (assumed),11/17/22
1Rvur9yfX7xBbokuaoMDAHJlXQuWqEr6x,rigveda-gujarati-mandal1.pdf,Ved (gujrati),pdf,Hindi/Sanskrit,7/17/21
1S-SnEvEShF0e8s3y2d2euOen0-Lxa3Xi,samved-gujarati.pdf,Ved (gujrati),pdf,Other Indic,7/17/21
1Rw2-kcBSV9JLKPyqopGJexUjjw6jQu1B,yajurved-gujarati.pdf,Ved (gujrati),pdf,Other Indic,7/17/21
16ARzEqnA8u3l6RwOiJb74NZz9v0lX8_W,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ved (hindi),image,English (assumed),11/17/22
1l6dQypsAmDXLccgJ5u7tb00ATa3vRaxZ,अथर्ववेद.pdf,Ved (hindi),pdf,Devanagari,7/26/21
1lLGtoCxdG52yRlCyjS7tTn0q86iZxd45,ऋग्वेद.pdf,Ved (hindi),pdf,Devanagari,7/26/21
1lIuoX_zY7hlUPB9Df1Wu79S8PmkjuYDm,यजुर्वेद.pdf,Ved (hindi),pdf,Devanagari,7/26/21
1lFImFQq3ubMfJtucr60VHk1DHXT0Qdzo,सामवेद.pdf,Ved (hindi),pdf,Devanagari,7/26/21
1V9yFEx9WSq00XGPofcuRshkrYwhu48aj,Atharva Veda Telugu.pdf,Ved (telgu),pdf,Hindi/Sanskrit,7/19/21
1uminXmTCfYoJmIxQFVJYrz4e_i-_-aSe,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ved (telgu),image,English (assumed),11/17/22
1V9YUdhslnoz5riM5OYSNOL1hEhpoe3kK,Rig Veda Telugu.pdf,Ved (telgu),pdf,Hindi/Sanskrit,7/19/21
1MpbyLs19G35At7Vh-Kdv_BCYHpGxtEEB,yajur-vedam-telugu.pdf,Ved (telgu),pdf,Hindi/Sanskrit,7/16/21
1oNLvcITdYEqyg6Y2BqzKqgh9W8FvljaK,वैदिक गणित सूत्र.pdf,Vedic maths,pdf,Devanagari,7/30/23
1ABvVIYg0Yy34wFDNRW5oVUZpyvqQKJ8b,Raja Ram Mohan Roy - Vedic Physics_ Scientific Origin of Hinduism.pdf,Vedic physics,pdf,Hindi/Sanskrit,1/13/25
